725,1.15E-05
726,1.12E-05
727,1.12E-05
728,1.08E-05
729,1.07E-05
730,1.09E-05
731,1.06E-05
732,1.06E-05
733,1.01E-05
734,1.03E-05
735,1.02E-05
736,9.94E-06
737,1.03E-05
738,9.83E-06
739,1.00E-05
740,9.85E-06
741,9.94E-06
742,1.02E-05
743,9.76E-06
744,9.48E-06
745,9.59E-06
746,9.54E-06
747,9.42E-06
748,9.85E-06
749,9.67E-06
750,9.28E-06
751,9.38E-06
752,9.28E-06
753,9.58E-06
754,9.25E-06
755,9.11E-06
756,9.02E-06
757,8.73E-06
758,8.86E-06
759,8.95E-06
760,8.57E-06
761,8.72E-06
762,8.62E-06
763,8.39E-06
764,8.62E-06
765,8.72E-06
766,8.33E-06
767,8.38E-06
768,8.05E-06
769,8.49E-06
770,8.39E-06
771,8.24E-06
772,8.08E-06
773,8.13E-06
774,8.71E-06
775,8.14E-06
776,7.90E-06
777,7.77E-06
778,7.80E-06
779,7.93E-06
780,7.58E-06
